what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427155336757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155347115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155348691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427155354681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155355898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155356522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155356959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155392094
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1427155393202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155395339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155399021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155399348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155400690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1427155401907
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1427155402889
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1427155403404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1427155404059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427155404293
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1427155421999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427155426398
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1427155428676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155430283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155432046
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1427155432186
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1427155433528
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1427155437101
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1427155441533
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1427155448116
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427155468022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427155472218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1427155473466
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1427155474340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155476368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155478099
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1427155478240
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1427155479535
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1427155480330
activated,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1427155484778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155488507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155489162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1427155489817
